stem,gan_edge_iou,gan_chamfer,gan_sketch_lpips,gan_psnr,gan_ssim,gan_lpips,gan_bnd_lpips,gan_face_lpips,gan_arcface_cos,dit_edge_iou,dit_chamfer,dit_sketch_lpips,dit_psnr,dit_ssim,dit_lpips,dit_bnd_lpips,dit_face_lpips,dit_arcface_cos
braid_2657,0.11701403078599645,2.1750811442481686,0.8133299946784973,11.311701949341039,0.5792296828580771,0.31608715653419495,0.015625255182385445,0.001489223912358284,0.7478574514389038,0.1130550918196995,2.169170891503842,0.8416638374328613,12.682346150456475,0.5792401338488685,0.31089696288108826,0.016566572710871696,0.0,0.7700072526931763
braid_2676,0.10216686396623603,2.243294825887651,0.4014850854873657,9.174000291076732,0.7754777479773423,0.191977396607399,0.01588834822177887,0.0024503464810550213,0.7454901933670044,0.10925173320583313,2.165613545909098,0.45246297121047974,9.457596568031542,0.7712647224254642,0.19186189770698547,0.022431857883930206,0.0,0.789533257484436
braid_2691,0.1136576239476146,1.9122176879098383,0.6799050569534302,10.735882155197325,0.6256119033932919,0.2930843234062195,0.022442646324634552,0.0028145015239715576,0.784126877784729,0.11821216869932548,1.8604512677014025,0.6684760451316833,12.136464088097958,0.629585049676478,0.2969008982181549,0.022881880402565002,0.0,0.8184460401535034
braid_2704,0.10641273940176459,2.40192449706829,0.9474644660949707,12.438425381392971,0.45659355442548927,0.4335806667804718,0.016796624287962914,0.008193518035113811,0.8198084831237793,0.10558671268334771,2.3586473417254843,0.99821937084198,13.297074523674087,0.47268115898473745,0.4709053039550781,0.01622714288532734,0.0,0.8668413758277893
braid_2727,0.11967237979675413,1.7842449262066595,0.7007260322570801,11.868339234860734,0.658340817334164,0.34101951122283936,0.03453725576400757,0.004347368609160185,0.6295226812362671,0.12126638492944632,1.710192989873937,0.7368416786193848,13.368368129217515,0.6595809857809894,0.32244497537612915,0.022757813334465027,0.0,0.7722128629684448
braid_2743,0.11616537357848868,1.9478497888844646,0.6564356684684753,12.40344900398152,0.6912020869820831,0.2942694425582886,0.0362100750207901,0.004000679589807987,0.8455724716186523,0.12308843973906534,1.8684669243807495,0.6434483528137207,14.004928782934085,0.6948823976236792,0.2747005820274353,0.03878343477845192,0.0,0.8152028322219849
braid_2753,0.1492215024434595,1.1772522585846175,0.8062931299209595,10.122440709238044,0.5502091250701534,0.37753233313560486,0.04783156141638756,0.0012870215578004718,0.8498293161392212,0.1571671388101983,1.1399665917469783,0.8114596605300903,11.397428868226434,0.5728088611378226,0.3653861880302429,0.04742656275629997,0.0,0.8355419635772705
braid_2773,0.12452394691286786,1.5205767618755803,0.8949607610702515,11.473521060293931,0.5389952890766946,0.3658097982406616,0.02797761932015419,0.003403672017157078,0.8841171264648438,0.13906091656345007,1.4407951074008811,0.9137214422225952,11.954860520470525,0.5125805672274081,0.3379821181297302,0.03457415848970413,0.0,0.9216916561126709
braid_2787,0.11687378780260038,1.9955779673330047,0.768102765083313,11.311784109465941,0.6185307626654054,0.29203006625175476,0.01796800270676613,0.001638098037801683,0.8183560967445374,0.11639669195543709,1.9666147356004955,0.8259714841842651,12.604545762584456,0.6093000664270424,0.31533318758010864,0.02227146364748478,0.0,0.8277665972709656
braid_2803,0.10194283162125949,2.581521863332302,1.0892817974090576,10.856529680714623,0.35500922918436384,0.47669482231140137,0.03457549214363098,0.0020857553463429213,0.8541320562362671,0.09898904802021904,2.54550485736729,1.1652441024780273,12.133693413595418,0.3850666804885994,0.4712071418762207,0.029381943866610527,0.0,0.901768684387207
